id,tip_amount,VendorID_2,VendorID_1,passenger_count,trip_distance,RatecodeID_one,RatecodeID_two,RatecodeID_five,RatecodeID_three,RatecodeID_four,store_and_fwd_flag_N,store_and_fwd_flag_Y,PULocationID_OTHER,PULocationID_236,PULocationID_186,PULocationID_161,PULocationID_230,PULocationID_237,PULocationID_234,PULocationID_162,PULocationID_48,PULocationID_170,DOLocationID_236,DOLocationID_OTHER,DOLocationID_186,DOLocationID_48,DOLocationID_230,DOLocationID_170,DOLocationID_161,DOLocationID_234,DOLocationID_237,DOLocationID_162,payment_type_one,payment_type_two,payment_type_three,payment_type_four,fare_amount,extra,mta_tax,tolls_amount,improvement_surcharge,total_amount,trip_seconds,pickup_hour,pickup_min,pickup_sec,dropoff_hour,dropoff_min,dropoff_sec,trip_day
4667,0.0,1.0,0.0,0.0,0.4174166869374848,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8456334465442761,0.1111111111111111,1.0,0.0,0.0,0.7458666462026093,0.02016689847009736,0.9565217391304348,0.8135593220338984,0.0,1.0,0.3050847457627119,0.0,0.4666666666666667
4668,0.0,0.0,1.0,0.0,0.017027487229384578,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6215355350495241,0.0,1.0,0.0,0.0,0.4327274133773219,0.0020862308762169685,0.7826086956521738,0.4067796610169492,0.0,0.7826086956521738,0.4745762711864407,0.0,0.3666666666666667
4672,1.66,1.0,0.0,0.0,0.0323522257358307,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.655186804494941,0.1111111111111111,1.0,0.0,0.0,0.5126115833008476,0.004172461752433937,0.9565217391304348,0.8983050847457628,0.0,1.0,0.0,0.0,0.23333333333333334
4677,0.0,1.0,0.0,0.2,0.11408416443687668,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7741595148865319,0.2222222222222222,1.0,0.0,0.0,0.6473870172261964,0.023643949930458975,0.6956521739130435,0.5084745762711864,0.0,0.7391304347826086,0.0847457627118644,0.0,0.6333333333333333
4678,0.0,0.0,1.0,0.0,0.07054244709316468,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7208726553312631,0.0,1.0,0.0,0.0,0.566045428449104,0.012517385257301809,0.6086956521739131,0.9830508474576272,0.0,0.6521739130434783,0.288135593220339,0.0,0.8666666666666667
4681,2.08,1.0,0.0,0.0,0.01313549014838239,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.662086921222355,0.0,1.0,0.0,0.0,0.5187136794511266,0.0062586926286509045,0.6086956521739131,0.9661016949152542,0.0,0.6521739130434783,0.11864406779661017,0.0,0.3666666666666667
4682,0.0,1.0,0.0,0.0,0.011675991243006566,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.6109982166160244,0.0,1.0,0.0,0.0,0.41940877005347743,0.0020862308762169685,0.4782608695652174,1.0,0.0,0.5217391304347826,0.05084745762711865,0.0,0.9666666666666667
4683,0.0,0.0,1.0,0.4000000000000001,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.855744273823478,0.0,1.0,0.2304,0.0,0.7743237729371749,0.0,0.5217391304347826,0.5084745762711864,0.0,0.5217391304347826,0.5254237288135594,0.0,0.6333333333333333
4686,1.06,1.0,0.0,0.2,0.013621989783507664,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5992184968127702,0.1111111111111111,1.0,0.0,0.0,0.44634439109578516,0.0,0.13043478260869565,0.847457627118644,0.0,0.13043478260869565,0.864406779661017,0.0,0.8
4689,2.58,1.0,0.0,0.4000000000000001,0.182194113354415,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7804781647195197,0.1111111111111111,1.0,0.0,0.0,0.6673080108858844,0.01321279554937413,0.9565217391304348,0.6440677966101694,0.0,0.9565217391304348,0.9830508474576272,0.0,0.3
4691,1.58,1.0,0.0,0.0,0.019946485040136217,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.631067699051207,0.0,1.0,0.0,0.0,0.47800433815487964,0.002781641168289291,0.3913043478260869,0.9491525423728814,0.0,0.43478260869565216,0.01694915254237288,0.0,0.7666666666666667
